ns,key,en,hu
,7CA34689436FB8B29AC9FF8BD8CA10A6,Blue Spruce Dr,Blue Spruce Dr
,8FB32E2B4B419CF88EDFB7A68BCFF70D,Blue Spruce Dr,Blue Spruce Dr
,BB152FAD4620D3BB2D7970B44540589E,Blue Spruce Dr,Blue Spruce Dr
,C5C3C6424AACCFCAE59E40AF9796B783,Blue Spruce Dr,Blue Spruce Dr
,FE95E4D744F62B654B8D01832E7FD7DF,Blue Spruce Dr,Blue Spruce Dr
,978F69654DDAD4932CCDD59B9E97826F,Boat Launch Rd,Boat Launch Rd
,676606E440A7A1339F7403AB14701484,Body,Test
,CF7A3954471F299486B8E1886BD4F1F1,Bog Iron Deposit,Lápivasérc-lelőhely
,B73047834D7B364969BC3BBE78688CEA,Bomb,Bomba
,8755CBC74BF92F1E4E09749D5B98568E,Bonemeal,Csontliszt (növény tápszer)
,1873B828401ED66650AC328C40945ED6,Bong Appetit (Stoned),Bong Appetit! (Beállva)
,E6D9055C40C2FA1E310454A08DB246A3,Boomhower Rd,Boomhower Rd
,18BD472B4B03DF93AB16D4B91B312057,Booth Backup Generator,Fülke tartalék generátor
,39D0675B453D5FCD6E643C8081C44BDC,Booth Backup Generator,Fülke tartalék generátor
,63A2A46F4BD7307432A210A36C77B5EA,Booth Backup Generator,Fülke tartalék generátor
,832C08C34A4581C16809B4828A77BADD,Booth Backup Generator,Fülke tartalék generátor
,98F2557F4786770EA2DADB88D9A11217,Booth Backup Generator,Fülke tartalék generátor
,BCD2573246E736B046875BBC5F7528DE,Booth Backup Generator,Fülke tartalék generátor
,EE44397748F7E735607BDF993EA6414D,Booth Backup Generator,Fülke tartalék generátor
,FAC23CE447687FAC473F8384DCF4D48B,Booth Backup Generator,Fülke tartalék generátor
,9EC657794788A784F698B190A0B808C6,Bottle is empty.,Az üveg üres.
,ACBD5ECC4D60A332A790D09ADD9B4E3C,Bottle is empty.,Az üveg üres.
,455BC388452B9748FBF1A991F8681F0A,Bouck St,Bouck St
,BEB949E84846C015676F03854FBE5DDE,Bouck St,Bouck St
,D2DD0A324BE7CE6805114C8FA4E39173,Bouck St,Bouck St
,DF3EA1564E462AA46DE67792239D54ED,Bouck St,Bouck St
,0346E0FF418C144251B1CC893C18600F,Box,Doboz
,6341C78F413C3C8D33C4E1A0120F3893,Box,Doboz
,3FC21F4A42A0AA36B667DE965ABEEAA6,Bucks Corners Rd,Bucks Corners Rd
,4E78FEA54D41D9B9CD841FB24FA121E2,Bucks Corners Rd,Bucks Corners Rd
,CDA4BDDB46EEBC6EB04C20ADCB77E50C,Bucks Corners Rd,Bucks Corners Rd
,1A4C242D4D542771F24932B527284327,Building Backup Generator,Épület tartalék generátora
,23542B9B4F3A34D1441D44BF6B15CCC0,Building Backup Generator,Épület tartalék generátora
,40DD8A314E007BE4A747689BBE6B5C50,Building Backup Generator,Épület tartalék generátora
,2BB611B94299A32F2DAF1FB914C7A0D7,Building Fuse Box,Biztosítéktábla
,9F5F876D49A97099F2689EB08B75CA9E,Building Power Box,Épület áramelosztó
,C20CFC6D43309FB523415E8287A478F8,Building Power Control,Épület áramvezérlés
,D25D48774A896E6EFDE16582951E84D4,Building Water Pump,Épület vízszivattyú
,9CD04C2A446F29C70DE205AECE522611,Butcher,Feldolgozás
,F5EEB38F4A4EB4CBE9803388C0B86298,Butcher,Feldolgozás
,1D03D8204689DD8B19C2F3821A0C2187,Butcher All,Összes feldolgozása
,7DE6301D4604AD12D6EFD0AE284C29BC,Butcher All,Összes feldolgozása
,490A778A437E871FB2675FBFD1336DE8,Button,Nyomógomb
,47D0087748E2CA54CAFF2383AA24782C,Buy on Steam,Megvásárlás Steamen
,25C5EF984834AA50617D48B71DFB7E03,C${Dollars},C${Dollars}
,8884B02946850B1D33316A9A0B271D0A,CANNOT PREDICT NOW,MOST NEM MEGJÓSOLHATÓ
,97991AB344F877814BD3F2BC67C89ABD,CAR\r\nPARTS,AUTÓ-\r\nALKATRÉSZEK
,0D16AF624AC497D8BE45F39312C0E2FE,CHAMPLAIN ST,CHAMPLAIN ST
,2E7543F54EA1B80E3A07A1AA3C0A6ADA,CHAMPLAIN ST,CHAMPLAIN ST
,3F34CC0A4515C73750BA1094E82151FE,CHAMPLAIN ST,CHAMPLAIN ST
,C7AB49464EFA3C2565F539A02D7029C4,CHAMPLAIN ST,CHAMPLAIN ST
,E101A02449FAA520CE0343A30535989D,CHAMPLAIN ST,CHAMPLAIN ST
,FABA3F204DD57A718759418B3B483224,CHAMPLAIN ST,CHAMPLAIN ST
,012A4F44496CDAD14FBF7BA1A76E1E4D,CHURCH ST,CHURCH ST
,0DE5F5FF40BBB14943910DB374662248,CHURCH ST,CHURCH ST
,1AABE7924B1501AB36978598D8B75D33,CHURCH ST,CHURCH ST
,20C2E1804ABF9ADCAFC2EC9865AB86CB,CHURCH ST,CHURCH ST
,20CD81AA4ECC5B91E8001098070742F8,CHURCH ST,CHURCH ST
,3A98DD3242B7209B3C207D8884FFA584,CHURCH ST,CHURCH ST
,40EC9DC7406A13B0373276B46C2212E3,CHURCH ST,CHURCH ST
,5F06D54B49D142EA985886BA4B741AE7,CHURCH ST,CHURCH ST
,89E4B62143489326B9FBC88E8E82B774,CHURCH ST,CHURCH ST
,B22AC8634B254443BDC4FEA35F352282,CHURCH ST,CHURCH ST
,D6E32AFC420A03412A026A9D9D326B27,CHURCH ST,CHURCH ST
,E0D90D074FD0DB19A800B6BE41671268,CHURCH ST,CHURCH ST
,142D035742DC51E68940C6BA612A1E05,CLINTON ST,CLINTON ST
,2112EE324F932E20D10F27B5C7C80AEE,CLINTON ST,CLINTON ST
,484545E9475E8D7A7A4EA0B100B62586,CLINTON ST,CLINTON ST
,BAABD5DE40C0C67852B3E58C95C4884D,CLINTON ST,CLINTON ST
,EF0D393242596E4B461C2AB10FFD1002,CLINTON ST,CLINTON ST
,FADE9A39410686222A0BF0AFAD515AC5,CLINTON ST,CLINTON ST
,2E987FF441C31E6BA3AD378D598038AA,COFFEY HILL RD,COFFEY HILL RD
,A439C05F4EFDBD7ABA14038C7F2854EB,COFFEY HILL RD,COFFEY HILL RD
,43F491884912488DFC94B78920532BE6,COLD BROOK RD,COLD BROOK RD
,F8CBEFA54DC98A5BB006F1964F914973,CONCENTRATE AND ASK AGAIN,"ÖSSZPONTOSÍTS, ÉS KÉRDEZD MEG ÚJRA"
,8AF9C9674767BE6CD6BABDB117C96831,COOKING,FŐZÉS
,3FCBACCD469F15CBE9AD2193CF2E78EA,CRAFT HUT,BARKÁCSKUNYHÓ
,567EF7F5415EF2A10F70488DC81F12FA,CUTTING,VÁGÁS
,93C4A7C14FD6301500FBC0AC9A567979,Caffeine Dependent,Koffeinfüggő
,94FD321E4A51C1D46F7F3E89871B5A8B,Caffeine Pills,Koffeintabletta
,C9DC0BEC4E3B58AC761787A503444C9A,Call Elevator,Lift hívása
,09E4C2604244D9BFA19289B236E6940B,Call Elevator Button,Lifthívó gomb
,1102D1F0419C024CE392B3AA0273CE92,Call Elevator Button,Lifthívó gomb
,AD17B3E241F1F6DC4245078DD4272887,Call Elevator Button,Lifthívó gomb
,257EF7EB45EFED07C32EE98043605D1E,Camp Rd,Camp Rd
,D40D86D24F0F0E5A1C031D8481A2F8B1,Camp Rd,Camp Rd
,A640C2454204FF19BF093BB9B562CEE5,Camping Chair,Kempingszék
,DA10F1D54F8822144DE8D393B8C27FBE,Can sleep here to wake up,Itt aludva felébredhetsz
,45BFBF2446781FB28623D88274F0F034,Cancel,Mégse
,838990BC428909316CDF7B81AA0984D1,Cancel,Mégse
,19C7700145D5A9C28AA248AB5C81F86F,Canning Rd,Canning Rd
,5E28F6544E51D965C79E57A3CD8E756A,Canning Rd,Canning Rd
,9E3A6089486CC14381A87994EC1E620E,Canning Rd,Canning Rd
,0DF4DFA54E2A9BA29F9FAF9E8A356495,Canteen is empty.,A kulacs üres.
,E12855A04CAFC18AD20D9DB24CB7432F,Canteen is empty.,A kulacs üres.
,5C0271D54DCDAF36B4244EA0CA87086B,Carter Ct,Carter Ct
,6049E272437B1ADD40572FB9A2D68284,Carter Ct,Carter Ct
,FAD2567342D475E7AE4435B15B5CEF1D,Carter Ct,Carter Ct
,246FFA004F42FA9E3D1C53890B807FEF,Casey Rd,Casey Rd
,2ED969E74C19B748D56BFFB70FC3AD29,Casey Rd,Casey Rd
,7443F41F4AE8D8EC75BD82A65EA35446,Casey Rd,Casey Rd
,F005ADBA49F0FA4936F1AABBD8BA178C,Cat Bell Toy,Csengős macskajáték
,475E59B849F1572BB5793A8427AE8652,Catalan Forge Rd,Catalan Forge Rd
,D403C7904337DB0F2C793EA96912BB63,Catalan Forge Rd,Catalan Forge Rd
,59A8A8954125BAF7987764A4D46D2026,Cell Door,Cellaajtó
,5F8BDE664F5FD5673B8C77A2B0265A87,Cell Door,Cellaajtó
,B4F0A8474508D2583E12B4B9CAABBBE1,Cell Door Control,Cellaajtó-vezérlés
,C9B8BCA043187EDBD92092938DCC02BC,Cell Door Control,Cellaajtó-vezérlés
,52BCF25C4B54C513A52239837C04FB64,Chalcopyrite Vein,Kalkopirit-ér
,12CD5B394027BF0897FB09879925AA68,Chat,Csevegés
,1D2F7CE84A61E25A3F8632B60740645A,Chat,Csevegés
,7D6142914F220DFBD3428A8533019299,ChatType,ChatType
,44F7B28749C2030C61F93B971B0E3019,ChatTypeContent,ChatTypeContent
,00442441488304C76C6EBF91F4DC028D,Chazy Lake Rd,Chazy Lake Rd
,075C5B314EE927AC55064CAA91138988,Chazy Lake Rd,Chazy Lake Rd
,23467B744247668FEA9CBFB5E097F131,Chazy Lake Rd,Chazy Lake Rd
,7DCF8F3B4DE667A39DE0B69D9B97749E,Chazy Lake Rd,Chazy Lake Rd
,92C3ECAA4852F31CD00E4688FF68FDA7,Chazy Lake Rd,Chazy Lake Rd
,9AE21DEE49AD6E7FBB00DE929519DF59,Chazy Lake Rd,Chazy Lake Rd
,9D1143974860F5E21DA7BF978660C9F0,Chazy Lake Rd,Chazy Lake Rd
,A8177D1F4FF17F2E2117DCAB36B480DB,Chazy Lake Rd,Chazy Lake Rd
,B86413BB40FE29E07E7084A6D64A916D,Chazy Lake Rd,Chazy Lake Rd
,BC23216843399063DD7FFE9D695EA465,Chazy Lake Rd,Chazy Lake Rd
,C012FA434241DD95EAB345863C6F0CA7,Chazy Lake Rd,Chazy Lake Rd
,CAE499E64918C94A1412DD9E6BC7BA8D,Chazy Lake Rd,Chazy Lake Rd
,D584905B42F450E76BB9A78446548DE8,Chazy Lake Rd,Chazy Lake Rd
,E46AF7704107CC105498E0B4D0BB748F,Chazy Lake Rd,Chazy Lake Rd
,E5BBE4154B27A381EC95FDB442CF115A,Chazy Lake Rd,Chazy Lake Rd
,FA028DBE4D70795CB61DD8874BA70112,Chazy Lake Rd,Chazy Lake Rd
,246D871647B64090C8C913A1DD97643B,Check Ammo,Lőszer ellenőrzése
,B4178EC44CB072EEF38D7E9960E9EB0D,Check Ammo,Lőszer ellenőrzése
,509479B24328814D92DFA0B5A287E80A,Check what's coming in future updates.,"Nézd meg, mi jön a jövőbeli frissítésekben."
,642EC6384F3F5E1C980BDA94B2A8749C,Chopping Vegetables 101 (Cut Wound),Zöldségaprítás kezdőknek (Vágott seb)
,B2ABAC82420C1E94E673ABA6443A020B,Church Junction Box,Templomi elosztódoboz
,624306BA4FA9DF91117D9C871F6CA447,Church St,Church St
,B53BE22043C91EF33417F58F7988429C,Church St,Church St
,07117D2B4036E41D200144987E917C58,Clark Hill Rd,Clark Hill Rd
,46C82107499852D24A982587DB923546,Clark Hill Rd,Clark Hill Rd
,99093C24453FB22769D0268C3F21669E,Clark Hill Rd,Clark Hill Rd
,2C78C1E74C78BE8E8FE829BBA3C76A3D,Clark St,Clark St
,34D4477144C28B1C228DBEA443A62238,Clark St,Clark St
,7673DCA4466BC050EF7E5995DB82B4AB,Clark St,Clark St
,82A11B964EB0D6D2A892BFAFDC005F74,Clark St,Clark St
,C7E57B664D61D19469169F8EA49C3F61,Clark St,Clark St
,FF10C61B4D02A976560DB68D781DBDA7,Clark St,Clark St
,C1125B244B9DA13FCBD7CE89A1F999D7,Claustrophobia,Klausztrofóbia
,C54E4769481099AF42125D9791D73F8A,Cleanse Self,Tisztálkodás
,8DD231D043BEF6D9089B6380AE61A77C,Cletus Buckner 5232X,Cletus Buckner 5232X
,356064604906FC173285389E7BE6E301,Close,Bezár
,6C447E5649F2F4BEE0BE18A9FA562F48,Close Button,Bezárás gomb
,4D0816004FECD86577949AAD9F2BAFC8,Closed,Zárva
,7A012F2543A7573C3489BC933224BBED,Closed,Zárva
,5DCDAC00444A916C31004F98CF33DA43,Clothes in the washing machine will become cleaner and wetter over time.\r\n\r\nDetergent will make them become clean faster.,A mosógépben a ruhák idővel tisztábbá és nedvesebbé válnak.\r\n\r\nA mosószertől gyorsabban tisztulnak.
,FE817A464AAE803D178EE0848788E45F,Coal Vein,Szénér
,12C5A5C14E357EDDC521B7B0E97621AF,Cocaine Dependent,Kokainfüggő
,4302DD9943C78F76512373BB1F9AF183,Combat,Harc
,4A76CC9A4F451D8EEB16C0A65AB26D67,Combat,Harc
,5270BA8E407BD81EFF7E8EBD50EFC689,Combat,Harc
,74CF131D4F0DB030C9AA78AAA23A5BFC,Combat,Harc
,7959D9944335249EC2113998E7216982,Combat,Harc
,8146C338431CDAFE5D9EE6AC79160CFD,Combat,Harc
,C76BB498448871D20AD8DEB8D4EBB075,Combat,Harc
,CEC7A0F44A0D23EC7F7C93936A9D66B7,Combat,Harc
,E39D88864998D810FD08C9B50D1D00C7,Combat,Harc
,F6F1B0E74A5EDEBD56175B8E0F10509C,Combat,Harc
,0307CE3145012A759124B0BBF32CEA26,Common Mullein,Ökörfarkkóró
,6F277BB74DD64ECA975154A57007BE3E,Common Mullein,Ökörfarkkóró
,790F2E664B1E0104A9166EB98A19CCCC,Common Mullein Tea,Ökörfarkkóró tea
,A0580E0B4EF267F2B242B6ADC569661B,Common Mullein Tea,Ökörfarkkóró tea
,7C34A70F4DA628E8AC1D7EB5876F7E47,Composting,Komposztálás
,E11F48D2416246A07ECC9A8E2BB05079,Coneflower,Kasvirág
,E5BCB2AE4E8CA38049F348B4E604123F,Connected,Csatlakozva
,306E1E4841E11DFDFF76FFBDAECD3A58,Construction Menu,Építési menü
,F2858C554111D7B0D831E0B5932771F6,Construction Menu,Építési menü
,5033B30E4B7E8FFACB2264A22DA67280,Container Door,Konténerajtó
,9FE2CBDC4EE42409614E34909AD96223,Container Door,Konténerajtó
,05373CC34AD0D8FACCBD5FAB607CF871,Cook St,Cook St
,1DA5CCA349AC5E1A7B841EA926C4C431,Cook St,Cook St
,44452D0B41B1B61C5414CEA5FBB99138,Cook St,Cook St
,563CCCAF4CB0DCB33681AE9F44061ECF,Cook St,Cook St
,74A878844F3D288A7DF2D59CDBF6AA8F,Cook St,Cook St
,7C751E604BA4A127131533851E8EC5E9,Cook St,Cook St
,8233FFC941C28B2A91223CB065A80415,Cook St,Cook St
,98C091C04457CEBB306A21BD33AF0D2C,Cook St,Cook St
,9F70F45445DF2BF87D0FE9B6346B58C4,Cook St,Cook St
,A9E49B1D409D55B4DAFE16B1FBF05FCC,Cook St,Cook St
,B3BDFB6B4437FD229BC476BE276D25CE,Cook St,Cook St
,F4698D1F4AA86E034A5CF5A3992DF386,Cook St,Cook St
,Corpse,Corpse,Holttest
,1A251ECB4BB7D370E6CC1BA16B397A7F,County Rte 26,County Rte 26
,3CD01B53493B28C2B9B40C852B82DDC4,County Rte 26,County Rte 26
,904BDAF74759F220202F54884403420E,County Rte 26,County Rte 26
,9901ED33499659689ED89D844E55FD76,County Rte 26,County Rte 26
,A437D2D34F6CB7CE7309388399606219,County Rte 26,County Rte 26
,C6CCCC964B7491940C2C428DF87A3EEB,County Rte 26,County Rte 26
,D77921D54EB9FDC2FCE86D8C82F1FCC6,County Rte 26,County Rte 26
,EE55731C4B138D722BC312AFCBD963A2,County Rte 26,County Rte 26
,F1DDEE4147B20F118E85EBB05F06142C,County Rte 26,County Rte 26
,E48AA99142853A99FCF5CC9E9EF6695C,County Rte 3,County Rte 3
,25F82C144B3C86D172B9E8A44AABA43B,Credit Here,Közreműködő neve
,A77DD2DD435AAB8B4B4EECAF2C34193C,Crouch,Guggol
,FB8BF45C4BF5A1466ACDFABF72BDBFB2,Crouch,Guggol
,96408BDC4D2390F0E80D9C8D9C7CBF76,Crushed up bones used as a growth supplement in soil.,"Összezúzott csontok, amelyeket talajjavítóként használnak."
,69B13CA14599473C8699DF8D70092FC2,Cupboard,Konyhaszekrény
,48A0C2F24FD5514CEF83C2B54B858193,Curse Sanitizer (Removes Conditions),Rontáslevétel (Eltávolítja az állapotokat)
,C09958B24E166D7F1925AB83781AE1EB,Curtain,Függöny
,30607AEC4B553B52ED6FB3AE0A52E450,Cylinder is empty.,A palack üres.
,57A6AB6944748593FE31E9BFD6A2F083,Cylinder is empty.,A palack üres.
,3F39C29B45B0F46A87B9DB93594CE90B,DEV\r\nWEAPONS,FEJLESZTÖI\r\nFEGYVEREK
,1E37A88B43B3E64CE562A69ED6983860,DON'T COUNT ON IT,NE SZÁMÍTS RÁ
,F843D4054454CB96EBAC0B9BBF234614,DRILLS,FÚRÓK
,0D3479744C7C0AFD47655EB5472C4DDA,DRIVERS,CSAVAROZÓK
,B7E16C1C48086C404AEC6EB4ADBEE25C,Damaged Concrete Pipe,Sérült betoncső
,8524505E43FEA1C1929DD3A15693EBDC,Dann Rd,Dann Rd
,935625F344C6987825D8E99B4F9C4C24,Dann Rd,Dann Rd
,9909D51F408C4B324F92B0A610995FB3,Dannemora Substation Switch,Dannemora Substation Switch
,F0558EBC4BFBE636C8E901B49CD7E2C0,Dannemora Substation Switch,Dannemora Substation Switch
,032E4C7F41F9760E1A33E9B8090FACF8,Decay,Állapot
,81D17CAB4A0EB645B52E31AD1DBB3E2A,Decorative Bicycle,Dísz kerékpár
,22E605BD4566614D53270A8E40E335F2,Decorative Milk Jug,Dísz tejeskanna
,2D4082544218C90BC0AD2FBA4D554575,Decorative Wagon Wheel,Dísz kocsikerék
,DB4984BC4037AA2F318E65B531CB0395,Decorative Windmill,Dísz szélmalom
,717FFC674275C288882E618B1F545CFE,Deer Statue,Szarvasszobor
,2FD924C1432393C975A7D38D217D9386,Default (First Spring),Alapértelmezett (Első tavasz)
,8E8F2F8242971A71F700A3B50B0F9B43,Dehydration for Dummies (Thirst),Kiszáradás kezdőknek (Szomjúság)
,F8AB7E9540AF718683EEB48D95B02BA9,Delete,Töröl
,457D0DD14B27FFE113D9E38991AC874F,Delete All Autosaves,Összes automatikus mentés törlése
,AFC148FB43E2162E6C4084B5764C6FA6,Delete All Autosaves,Összes automatikus mentés törlése
,D40468E24183A3F1F834D8A1985E5585,Delete All Autosaves,Összes automatikus mentés törlése
,76A9847045F10FB4319D29A032955A9D,Delete Character,Karakter törlése
,0D416D1D4A8A0AF7B04D45A42B668E6A,Delisle Rd,Delisle Rd
,DF76B233401D1CB817E64D807438D667,Delisle Rd,Delisle Rd
,Destroy,Destroy,Megsemmisít
,3ADDD3AB43363AF9E4242B8D5ECA25C8,"Destroys what you're looking at forever! (If this is disabled, you can't destroy this).","Véglegesen megsemmisíti, amit nézel! (Ha ez le van tiltva, nem semmisítheted meg.)"
,3A311C884399572B2C4F5C9BD8ECCF16,Dev Log 1,Fejlesztői napló 1
,BB9554E0490ABF3483F753BDBE2DC518,Dining Table,Étkezőasztal
,107062D043EEA6A2C958979E2F98E014,Dirty Oil Storage,Fáradtolaj-tároló
,9D1F9C144E9B0F17D2B4BC87816B0DA2,Dirty Oil Storage,Fáradtolaj-tároló
,39C26E044853ED8CD9002E8103FABEC9,Disabled,Letiltva
,Dismantle,Dismantle,Szétszerel
,56C73A744A6F4F5EDCC6E1A511E0E54C,Dismiss,Elfogad
,6ACD3B1A48CAC7EB72E4198F4748686F,Dismiss,Elfogad
,B959AD5B4AF27E2DD656BFB419508178,Dispense,Adagolás
,A37ABD164324DAC798154EA377758375,Display Rack,Kirakatállvány
,D36B5FB14C696272DCFC118774EE2D77,Display Shelf,Kirakati polc
,1ECE941B444C761F6F9C2EA686E65235,Dissolve Group,Csoport feloszlatása
,4A9F63184B6B37C3762E95B8F19CFF32,Divider,Paraván
,4C6C91D648EA41C593EF2BBF87404E59,Do Not Enter,Belépni tilos
,7C42596746045F74A3A770940AE2B98F,Does It Matter?,Számít egyáltalán?
,6635E91545271B98AE01A99096D4EC00,Door is inaccessible for now.,Az ajtó egyelőre nem hozzáférhető.
,E27FDA5A475875828BB65B917F0A1721,Door is inaccessible for now.,Az ajtó egyelőre nem hozzáférhető.
,0B0CB104404E21056B351AA7CFB815C3,Douglas Rd,Douglas Rd
,8BFE7CFA48D30741174CF9AF40AE9357,Down Button,Le gomb
,EmptyVehiclePartSlot,Drag a vehicle part onto this to install it.,Húzz ide egy járműalkatrészt a beszereléséhez.
,51614FD94F3086AE34493AB514BD5DFB,Drag detergent onto this to fill the washing machine.,Húzz ide mosószert a mosógép feltöltéséhez.
,5D35489648E2BD43119F24A952E4EB25,Drain Shower,Zuhany leeresztése
,06EAD8D6423DFDC46E8605B1215BD2CF,Drain Sink,Mosdó leeresztése
,0C0C89F449AA04DE668093AC524B4AF1,Drain Sink,Mosdó leeresztése
,53954C1C43D1F5F5BF33BD903C21A3F4,Drain Sink,Mosdó leeresztése
,61D83C9C4208C14857DB4BB0CE23FFF7,Drain Sink,Mosdó leeresztése
,9546C57B4805D82D64F884BF87BDA2AC,Drain Sink,Mosdó leeresztése
,06C2B53C48DEF213DE92ECAA8584EE81,Drain Toilet,WC leeresztése
,0C5CEA594AFAAAFF94CE61B4EA6A8AF8,Drain Toilet,WC leeresztése
,1ED86DCB4301356BF1EA13A7FC17E06B,Drain Toilet,WC leeresztése
,82E0C0044FC51E3C2C1046A71DA9AAE2,Drain Toilet,WC leeresztése
,BE58342A46B640B2418F908B830828EB,Drain Tub,Kád leeresztése
,53BAFD3843694D44703932A87B5CBCE6,Drain Urinal,Piszoár leeresztése
,F893D4F841FD0479D3B427B1C6839840,Dream End,Álom vége
,CCB5BBF046A996546C21C9B2CBBCD6F1,Dream Start,Álom kezdete
,056251C048240D4FB3F707A037BF71EE,Dried blood powder used as a growth supplement in soil.,"Szárított vérpor, amelyet talajjavítóként használnak."
,4F93672D45A7094FB2BF13A591771E26,Drill Bit,Fúrószár
,7F74125843E3F4A6C7954EB0A32D24E3,Drill Bit Health,Fúrószár állapota
,05DC80204738A6A99E721F9983A9B58A,Drill Bit Remaining Uses,Fúrószár hátralévő használata
,2CE65B2F46C6EAC8760227A43E7038DB,Driver Bit,Behajtófej
,B1CC68804214E120D076ADB43A6EEC6A,Driver Bit,Behajtófej
,17FAE43F4A67EFBF038F20AE8AD4E6B2,Driver Bit Health,Behajtófej állapota
,DB1A409C4CECE9FA87FD8185639F885C,Driver Bit Health,Behajtófej állapota
,7E65DAF44B80D740824C648CB90B6299,Driver Bit Remaining Uses,Behajtófej hátralévő használata
,AE8B8E0546576B579C054CBE5CC65C23,Driver Bit Remaining Uses,Behajtófej hátralévő használata
,3B52321B4B8E68E2CB1B79A91CCBCD5E,Drowning,Fulladás
,E212E4924707DA78C35B9FA85D73F00E,Drying Rack,Szárítóállvány
,5ADF20D24274D50AF0C4E0A2BB390D05,Ducky Statue,Kacsaszobor
,1E90AB954AA07CBA17BE7F9AF43E9620,ENTER,BELÉPÉS
,37B2D89145A65DBCCDCE10BB60C66FBA,ENTER,BELÉPÉS
,A5DB0BEB4FED354E8507A29B023E0468,ENTER,BELÉPÉS
,D75B25AA4B8864560C52C3B6AC9BC90F,ENTER,BELÉPÉS
,D336D44D422630842328A3A06A7F9E06,EXIT,KIJÁRAT
,D3979A2D46C2B13FA277ADB8E0138031,EXIT,KIJÁRAT
,DE46D70542F6DF1FD5405587EB46B82A,EXIT,KIJÁRAT
,EC587FCE48572A1D69366C805D343D74,EXIT,KIJÁRAT
,75F2A8E7459F22CB8ADA8F9930EF5FD3,Eat,Evés
,84C26B0E453CC3F24C5E9F8864EFAFBC,"Eating fruits, veggies, prepared meals, etc. causes stress. Processed foods have no debuffs and help reduce stress.","A gyümölcsök, zöldségek, elkészített fogások stb. fogyasztása stresszt okoz. A feldolgozott élelmiszereknek nincs hátrányuk, és csökkentik a stresszt."
